id	score	topic	answer	problem_preview
132	0.333333	number_theory	15	Find the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) is divisible by \( x^2 + 1 \) and \( n \) is a multiple of both 3 and 5.
133	0.555556	number_theory	2^n	Let \( S \) be a set of \( n \) distinct positive integers. Define a **good subset** of \( S \) as a subset where no element divides any other element in the subset. For example, in the set \( \{1, 2, 3, 4\} \), the subsets \( \{2, 3\} \) ...
134	0.333333	number_theory	98	Let \( f(n) \) be the number of ways to write \( n \) as a sum of positive integers, where the order of the summands does not matter. For example, \( f(3) = 3 \) because \( 3 = 3 \), \( 3 = 2+1 \), and \( 3 = 1+2 \) are the only ways to wr...
135	0.444444	number_theory	0	Let $S$ be the set of all positive integers $n$ such that $\frac{n^3 + 2n^2 + n + 1}{n^2 + n + 1}$ is an integer. Find the sum of all elements in $S$.
136	0.333333	algebra	100	设 \( f(x) \) 是一个从正整数到正整数的函数，满足对于所有正整数 \( x \)，\( f(x+1) = f(x) + f(\sqrt{x}) \)，且 \( f(1) = 1 \)。求 \( f(100) \)。
137	0.555556	number_theory	2	Find all positive integers \( n \) such that there exist positive integers \( a_1, a_2, \ldots, a_n \) satisfying the following conditions: 1. \( a_1 + a_2 + \cdots + a_n = 2023 \), 2. \( a_1^2 + a_2^2 + \cdots + a_n^2 = 2023^2 - 1 \).
138	0.444444	number_theory	6	Consider a sequence of positive integers \(a_1, a_2, a_3, \ldots, a_n\) such that the sum of any three consecutive terms is always a prime number. If \(a_1 = 2\), \(a_2 = 3\), and \(a_3 = 5\), find the smallest possible value of \(n\) for ...
139	0.444444	number_theory	2	Find all positive integers \( n \) such that the equation \( \sigma(n) = 2n - 1 \) holds, where \( \sigma(n) \) denotes the sum of the divisors of \( n \). Additionally, prove that for such \( n \), the number of distinct prime factors of ...
140	0.666667	geometry	100	Let $ABC$ be a triangle with $AB = AC$ and $\angle BAC = 20^\circ$. Point $D$ lies on segment $BC$ such that $BD = AC$. Point $E$ lies on segment $AD$ such that $\angle BED = 60^\circ$. Determine the measure of $\angle AEC$.
141	0.333333	number_theory	2	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + nx + 1 \) is divisible by \( Q(x) = x^2 - x - 1 \).
142	0.333333	algebra	\frac{\pi}{2}	Find all real solutions to the equation \[ \sin(x) \cdot \cos(x) = \frac{1}{4} \sin(2x) \] in the interval \([0, 2\pi]\). Prove that there exists a unique real number \( a \) such that the equation \[ \sin(a) \cdot \cos(a) = \frac{1}{4} \s...
143	0.333333	geometry	\frac{\sqrt{3}}{6}	A tetrahedron has vertices at the points $(0,0,0)$, $(1,0,0)$, $(0,1,0)$, and $(0,0,1)$. Find the radius of the sphere that is tangent to all four faces of the tetrahedron.
144	0.666667	number_theory	10	Let \( S \) be the set of all positive integers \( n \) such that there exists a sequence \( a_1, a_2, \ldots, a_n \) of distinct positive integers satisfying the following condition: For any \( k \) with \( 1 \leq k \leq n \), the sum of ...
145	0.666667	number_theory	3	A sequence of integers \(a_1, a_2, a_3, \ldots, a_n\) is defined as follows: \(a_1 = 1\) and for each \(k \geq 2\), \(a_k\) is the smallest positive integer such that for all \(i < k\), the sum \(a_i + a_k\) is not divisible by 3. Find the...
146	0.444444	geometry	20	Let \(ABC\) be an isosceles triangle with \(AB = AC\). A circle centered at \(C\) with radius \(CA\) intersects the extension of \(AB\) beyond \(A\) at point \(D\). The perpendicular from \(D\) to \(AB\) meets \(AC\) at \(E\). If \(BD = 20...
147	0.333333	number_theory	100	Let $P(x)$ be a polynomial with integer coefficients such that $P(100) = 100$, and for every integer $n$, $P(n)$ divides $n^4 + n^2 + 1$. Find the largest possible value of $P(0)$.
148	0.666667	geometry	2R	Let \( ABCD \) be a cyclic quadrilateral with circumradius \( R \) and area \( K \). Suppose that the diagonals \( AC \) and \( BD \) intersect at point \( P \), and let \( M \) and \( N \) be the midpoints of \( AB \) and \( CD \) respect...
149	0.555556	number_theory	94	Find the smallest positive integer \( n \) such that the equation \[ \left\lfloor \frac{n}{2} \right\rfloor + \left\lfloor \frac{n}{3} \right\rfloor + \left\lfloor \frac{n}{4} \right\rfloor = 100 \] has no solution.
150	0.444444	number_theory	p_{2023}	In a sequence of numbers, each term is the product of the previous term and an increasing prime number, starting with 2 and ending with the 2023rd prime number. What is the largest prime factor of the 2023rd term in this sequence?
151	0.777778	algebra	1	Let \( f: \mathbb{R} \rightarrow \mathbb{R} \) be a function such that for all real numbers \( x \) and \( y \), \( f(x + f(y)) = f(x) + f(y) + 2xy \). If \( f \) is continuous and \( f(0) = 0 \), determine the number of possible values fo...
152	0.555556	geometry	0	In the complex plane, consider the polynomial $P(z) = z^6 + 6az^5 + (10a^2 + b)z^4 + (10a^3 + 6ab)z^3 + (10a^4 + 6a^2b + b^2)z^2 + (6a^5 + 5a^3b + a^2b^2)z + a^6$ where $a$ and $b$ are complex numbers. If all the roots of $P(z)$ lie on the...
153	0.555556	number_theory	5	Consider a sequence of positive integers \(a_1, a_2, a_3, \ldots\) defined by the recurrence relation \(a_{n+1} = 3a_n + 2\) for \(n \geq 1\), with \(a_1 = 1\). Define a new sequence \(b_n\) as the number of distinct prime factors of \(a_n...
154	0.444444	algebra	2	Let $f(x)$ be a function defined for all $x \geq 0$ such that $f(0) = 1$ and for all $x \geq 0$, the following holds: \[f'(x) = \frac{1}{x + 1} \cdot f(x)^2.\] If $f(1) = 2$, find the value of $f(2) + \frac{1}{f(2)}$.
155	0.666667	geometry	\frac{3}{2}	A regular hexagon \( ABCDEF \) has side length \( 1 \). Point \( G \) is the midpoint of side \( AB \), and point \( H \) is the midpoint of side \( CD \). The line segment \( GH \) is extended to intersect the extension of side \( DE \) a...
156	0.444444	algebra	\frac{6}{5}	Let $P(x)$ be a polynomial of degree 4 such that $P(n) = \frac{1}{n}$ for $n = 1, 2, 3, 4$. Find $P(5)$.
157	0.555556	number_theory	\infty	Let \( S \) be the set of all functions \( f: \mathbb{Z} \to \mathbb{Z} \) such that for any integers \( a, b, c \) with \( a + b + c = 0 \), the equation \( f(a) + f(b) + f(c) = 0 \) holds. Find the number of functions in \( S \).
158	0.333333	geometry	1 - \frac{\pi}{4}	A circle is inscribed in a square with side length 10 units. A point P is chosen at random inside the square. What is the probability that the distance from P to the closest side of the square is greater than the distance from P to the cir...
159	0.333333	number_theory	300	A sequence of positive integers \( a_1, a_2, a_3, \ldots \) is defined by the following properties: 1. \( a_1 = 1 \). 2. For \( n \geq 2 \), \( a_n \) is the smallest positive integer such that \( a_n \) does not divide \( a_1 + a_2 + \cdo...
160	0.333333	geometry	\pi (r^2 - d^2)	Given a circle with radius \( r \) and a point \( P \) inside the circle such that the distance from \( P \) to the center of the circle is \( d \) where \( 0 < d < r \), consider the set of all chords passing through \( P \). Let \( A \) ...
161	0.444444	number_theory	m	Let $f(x)$ be a polynomial with real coefficients such that $f(0) = 1$ and for every positive integer $n$, the polynomial $f(x^n)$ has exactly $n$ distinct real roots. Prove that there exists a positive integer $m$ such that $f(x) = x^m$.
162	0.777778	number_theory	3	Find the smallest positive integer \( n \) such that the equation \( x^2 + y^2 + z^2 = nxyz \) has a solution in positive integers \( x, y, \) and \( z \).
163	0.555556	algebra	f(x) = 2	Determine all continuous functions \( f: \mathbb{R} \to \mathbb{R} \) such that for all real numbers \( x \) and \( y \), the following equation holds: \[ f(x + y) = f(x) + f(y) - 2f(xy) + 2. \]
164	0.333333	number_theory	2	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) has a root that is also a root of its derivative \( P'(x) \).
165	0.777778	geometry	3	What is the smallest positive integer \( n \) such that \( n^3 - 27 \) can be expressed as a sum of two non-negative perfect squares?
166	0.777778	number_theory	10	Find the smallest positive integer \( n \) such that \( n^{111} \) has exactly 111 digits in base 10.
167	0.444444	geometry	2	In a mystical forest, there are $n$ distinct magical trees, each producing a unique kind of fruit. The forest spirit has devised a game where participants must collect fruits from these trees. The game has the following rules: 1. Each part...
168	0.333333	geometry	5	Let $ABC$ be an acute-angled triangle with circumcircle $\Gamma$. Let $P$ be a point inside $\triangle ABC$ such that $\angle PAB = \angle PBC = \angle PCA$. The line through $P$ parallel to $BC$ intersects $AC$ at $D$, and the line throug...
169	0.555556	number_theory	7	Let $S$ be the set of all positive integers $n$ such that $n$ can be expressed as $n = a^2 + b^2 + c^2 + d^2$ for some positive integers $a, b, c,$ and $d$. Determine the smallest positive integer $k$ such that $k$ is not in $S$, and for e...
170	0.333333	other	0	设 \(D\) 为曲线 \(r = 1 + \sin(\theta)\) 和 \(r = 1 - \sin(\theta)\) 所围成的区域。计算函数 \(f(r, \theta) = r^2 \cos(\theta)\) 在区域 \(D\) 上的双重积分 \(\iint_D f(r, \theta) \, dA\)。
171	0.555556	number_theory	(3, 2)	Find all prime numbers \( p \) and \( q \) such that the equation \( p^2 - q^2 + 1 = p + q \) holds. Express your answer in the form of an ordered pair \((p, q)\).
172	0.777778	number_theory	N	Let $a$, $b$, and $c$ be positive integers such that $a < b < c$. Define the sequence $(x_n)$ as follows: $$ x_n = \frac{a^n + b^n + c^n}{a^n + b^n + c^{n+1}} $$ Prove that there exists a positive integer $N$ such that for all $n \geq N$, ...
173	0.666667	geometry	1	Find all positive integers $n$ such that the sum of the first $n$ terms of the sequence defined by $a_k = 3^k + 2k$ is a perfect square.
174	0.555556	algebra	50	Let \( f(x) \) be a polynomial of degree 3 such that \( f(1) = 10, f(2) = 20, f(3) = 30, \) and \( f(4) = 40 \). Find the value of \( f(5) \).
175	0.444444	number_theory	2	Find all positive integers \( n \) such that the polynomial \( P(x) = x^n + (x+2)^n + 2^n \) has no real roots.
176	0.333333	number_theory	(0, 3, 5), (3, 0, 5), (1, 1, 0)	Find all integer solutions to the equation \( x^3 + y^3 = z^2 + 2 \), where \( x, y, \) and \( z \) are non-negative integers.
177	0.444444	geometry	4\pi	In the complex plane, let $A$, $B$, and $C$ be the points represented by the complex numbers $1$, $1 + i$, and $-i$, respectively. A point $P$ moves around a circle centered at $A$ with radius $1$. For each position of $P$, let $Q$ be the ...
178	0.444444	number_theory	100	Consider a sequence of positive integers \( a_1, a_2, a_3, \ldots, a_{100} \) such that for each \( n \) from 1 to 100, \( a_n \) is the smallest integer greater than \( a_{n-1} \) that satisfies the condition that the sum of the digits of...
179	0.444444	geometry	84	A convex quadrilateral \( ABCD \) has sides \( AB = 5 \), \( BC = 7 \), \( CD = 9 \), and \( DA = 11 \). The diagonals \( AC \) and \( BD \) intersect at point \( E \) such that \( AE : EC = 2 : 3 \) and \( BE : ED = 3 : 2 \). Find the are...
180	0.444444	number_theory	1	Let \( S \) be the set of all positive integers \( n \) for which there exists a positive integer \( k \) such that the polynomial \( P(x) = x^k + n \) has at least one root in the set of rational numbers. Determine the smallest positive i...
181	0.333333	number_theory	(1, 1)	Find all pairs of positive integers $(x, y)$ such that: \[ x^3 + 2y^3 = 3(x^2 y + y^2 x). \]
182	0.333333	combinatorics	\frac{20}{729}	In the complex plane, consider a regular heptagon \(ABCDEFG\) with vertices at \(1, 2, 3, 4, 5, 6,\) and \(7\), respectively. A particle moves from vertex \(1\) to vertex \(7\) by jumping along the edges of the heptagon in a fixed order. E...
183	0.444444	geometry	0	Let \( S \) be the set of all integers \( n \) such that \( 100 \leq n \leq 200 \). For each \( n \in S \), consider the polynomial \( P_n(x) = x^2 + nx + 100 \). Find the sum of all distinct values of \( x \) for which \( P_n(x) \) is a p...
184	0.777778	number_theory	2	Let \( f(x) \) be a polynomial with integer coefficients such that \( f(0) = 0 \) and \( f(1) = 1 \). For each positive integer \( n \), let \( S_n \) be the set of all positive integers \( k \) such that \( f(k) \equiv 0 \pmod{n} \). Find...
185	0.333333	number_theory	500	Consider a polynomial \( P(x) \) with integer coefficients such that \( P(0) = 1 \) and \( P(1) = 3 \). Let \( n \) be the smallest positive integer such that \( P(n) \) is divisible by 1000. Determine the remainder when \( n \) is divided...
186	0.666667	number_theory	2	Find the smallest positive integer \( n \) such that the polynomial \( P(x) = x^6 - 4x^3 + 4 \) is divisible by the polynomial \( Q(x) = x^2 + x + 1 \) raised to the power \( n \).
187	0.666667	geometry	(3, 4, 5)	Find all triples of positive integers \((a, b, c)\) such that \(a^2 + b^2 = c^2\) and \(a^2 + b^2 + c^2\) is divisible by 5. Additionally, prove that there exists at least one such triple where \(a, b,\) and \(c\) form the sides of a right...
